adresseGPS,latitude,longitude
"23 BD DE REUILLY, Paris 75012",48.84831,2.38616
"5 RUE DE CONDE, Paris 75006",48.85131,2.33826
"39 RUE DE LILLE, Paris 75007",48.85881,2.32856
"2 RUE DUFRENOY, Paris 75016",48.86586,2.27548
"99 RUE DE SEINE, Paris 75006",48.85163,2.33713
"6 AV DE LA BOURDONNAIS, Paris 75007",48.86013,2.29601
"17 RUE MONTERA, Paris 75012",48.84531,2.40878
"7 BD VOLTAIRE, Paris 75011",48.85235,2.39041
"33 RUE DU MOULINET, Paris 75013",48.82678,2.3546
"113 RUE DIDOT, Paris 75014",48.82788,2.31549
"3 RUE DE L ESSAI, Paris 75005",48.83933,2.35834
"51 RUE BOUSSINGAULT, Paris 75013",48.82572,2.34247
"111 AV DU GAL MICHEL BIZOT, Paris 75012",48.83953,2.40416
"9B RUE LALO, Paris 75016",48.87431,2.27942
"64 RUE DE RENNES, Paris 75006",48.85259,2.33185
"9 RUE DE LYON, Paris 75012",48.84668,2.37178
"88A RUE DE LA COLONIE, Paris 75013",48.82325,2.35125
"21 RUE VASCO DE GAMA, Paris 75015",48.83741,2.28284
"5 RUE BARDINET, Paris 75014",48.83076,2.31698
"33 RUE DESNOUETTES, Paris 75015",48.83578,2.2894
"15 AV DU BEL AIR, Paris 75012",48.84635,2.39723
"18 RUE DE CAMPO FORMIO, Paris 75013",48.83415,2.36048
"238B BD VOLTAIRE, Paris 75011",48.85155,2.39029
"71 AV BOSQUET, Paris 75007",48.85571,2.30526
"68 RUE DES BELLES FEUILLES, Paris 75016",48.86985,2.27973
"51 RUE MONSIEUR LE PRINCE, Paris 75006",48.84926,2.34039
"3 RUE THIBAUD, Paris 75014",48.82976,2.32748
"36 RUE SCHEFFER, Paris 75016",48.86204,2.28219
"25 RUE BROCA, Paris 75005",48.83824,2.34836
"8 RUE DE DOMREMY, Paris 75013",48.83078,2.37373
"8 RUE DE TOURNON, Paris 75006",48.85059,2.33704
"54 RUE VASCO DE GAMA, Paris 75015",48.83628,2.28413
"15 RUE DE L EURE, Paris 75014",48.83268,2.3215
"4 RUE GIRODET, Paris 75016",48.84846,2.26408
"36 AV REILLE, Paris 75014",48.82464,2.33885
"22B RUE JOUVENET, Paris 75016",48.84278,2.26525
"10 RUE DU CHEVALERET, Paris 75013",48.8258,2.37831
"15 RUE MAITRE ALBERT, Paris 75005",48.85051,2.34962
"159 RUE DE JAVEL, Paris 75015",48.84181,2.29078
"72 RUE DE CHARONNE, Paris 75011",48.85339,2.37979
"25 RUE DE CONSTANTINE, Paris 75007",48.8587,2.31482
"161 RUE DE PICPUS, Paris 75012",48.83458,2.40428
"11 RUE GINOUX, Paris 75015",48.84799,2.28725
"24 RUE VOLTAIRE, Paris 75011",48.85282,2.39261
"10 RUE FRIANT, Paris 75014",48.82605,2.32436
"3 RUE HENRI PAPE, Paris 75013",48.82461,2.35507
"1 RUE THEOPHILE ROUSSEL, Paris 75012",48.84944,2.37743
"1 SQ SAINT ROMAIN, Paris 75006",48.8478,2.32089
"73 AV PAUL DOUMER, Paris 75016",48.85945,2.2783
"91 RUE DE MONTREUIL, Paris 75011",48.85051,2.39278
"3 RUE DE LA PIERRE LEVEE, Paris 75011",48.86664,2.37084
"36 RUE MICHEL ANGE, Paris 75016",48.84544,2.26189
"4 RUE ALASSEUR, Paris 75015",48.85125,2.2978
"18 RUE SEGUIER, Paris 75006",48.85358,2.34157
"6 RUE JEAN DAUDIN, Paris 75015",48.84576,2.30693
"8 RUE BREA, Paris 75006",48.84315,2.32998
"12 AV RENE BOYLESVE, Paris 75016",48.85646,2.28432
"61 RUE HALLE, Paris 75014",48.82941,2.33117
"41 RUE DE L UNIVERSITE, Paris 75007",48.85821,2.32637
"20 RUE DE L ODEON, Paris 75006",48.85041,2.3386
"90 AV MOZART, Paris 75016",48.85156,2.26751
"47 AV DU MAINE, Paris 75014",48.84049,2.32197
"7 AV EMILE DESCHANEL, Paris 75007",48.85632,2.30121
"16 AV DU GAL MICHEL BIZOT, Paris 75012",48.83289,2.39862
"40 AV LEDRU ROLLIN, Paris 75012",48.84757,2.37102
"21 RUE DU GRAND PRIEURE, Paris 75011",48.86589,2.36842
"23 BD DE BEAUSEJOUR, Paris 75016",48.85745,2.27034
"54 RUE DU GAL DELESTRAINT, Paris 75016",48.84057,2.2569
"12 RUE CASSINI, Paris 75014",48.83719,2.33712
"43 VLA D ALESIA, Paris 75014",48.82845,2.32251
"25 RUE LEON FROT, Paris 75011",48.85461,2.38742
"92 RUE RAYMOND LOSSERAND, Paris 75014",48.83307,2.31634
"202 BD SAINT GERMAIN, Paris 75007",48.85498,2.32919
"196 RUE DE TOLBIAC, Paris 75013",48.82584,2.34902
"82B AV DE SAINT-MANDE, Paris 75012",48.84451,2.40518
"286 BD SAINT GERMAIN, Paris 75007",48.8618,2.32029
"16 RUE DES GOBELINS, Paris 75013",48.83591,2.35107
"2 SQ LA FONTAINE, Paris 75016",48.85068,2.27198
"9 RUE VICTOR COUSIN, Paris 75005",48.84764,2.34239
"34B RUE AMELOT, Paris 75011",48.85815,2.36867
"93 BD ARAGO, Paris 75014",48.83432,2.33488
"8 RUE DE MADAGASCAR, Paris 75012",48.83496,2.39743
"19B RUE DES SAINTS PERES, Paris 75006",48.85675,2.33212
"66 RUE DIDOT, Paris 75014",48.82934,2.31734
"24 RUE DE LYON, Paris 75012",48.8485,2.37143
"68 RUE LECOURBE, Paris 75015",48.84376,2.3061
"66 RUE SAINT SABIN, Paris 75011",48.85959,2.36864
"130 BD DU MONTPARNASSE, Paris 75014",48.84106,2.33182
"49 RUE DE BELLECHASSE, Paris 75007",48.85567,2.32059
"3 RUE DES NANETTES, Paris 75011",48.86412,2.38263
"9 RUE DUPIN, Paris 75006",48.84983,2.32533
"10 RUE D ASSAS, Paris 75006",48.84959,2.32819
"4 RUE BOULITTE, Paris 75014",48.82839,2.31659
"2 PL D ALIGRE, Paris 75012",48.84879,2.37742
"22 AV VICTOR HUGO, Paris 75016",48.87227,2.29116
"18 RUE LAPLACE, Paris 75005",48.84744,2.34716
"38 RUE GALILEE, Paris 75016",48.86988,2.29639
"1 IMP CANART, Paris 75012",48.84624,2.40834
"24 RUE TITON, Paris 75011",48.85222,2.38644
"28 RUE TOURNEFORT, Paris 75005",48.84225,2.34816
"56 RUE RAYNOUARD, Paris 75016",48.85517,2.28026
"21 RUE ALEXANDRE DUMAS, Paris 75011",48.85325,2.39083
"22 RUE ROUELLE, Paris 75015",48.85021,2.28746
"3 CITE GRISET, Paris 75011",48.86687,2.37862
"19 AV THEOPHILE GAUTIER, Paris 75016",48.85029,2.27338
"24 RUE DE LA TOUR, Paris 75016",48.85932,2.28294
"6 RUE DU PETIT PONT, Paris 75005",48.85241,2.34628
"149 RUE SAINT CHARLES, Paris 75015",48.84292,2.28247
"22 RUE DE LAPPE, Paris 75011",48.85361,2.3728
"3 VLA GEORGE SAND, Paris 75016",48.85035,2.26841
"8 RUE LE MAROIS, Paris 75016",48.83848,2.26056
"142 RUE DE PICPUS, Paris 75012",48.8357,2.40323
"9 RUE RICHARD LENOIR, Paris 75011",48.8547,2.38219
"6 AV DE LA MOTTE PICQUET, Paris 75007",48.85712,2.30938
"90 AV PHILIPPE AUGUSTE, Paris 75011",48.85538,2.39181
"15 RUE DE CRUSSOL, Paris 75011",48.86425,2.36816
"203 RUE DE LA CROIX NIVERT, Paris 75015",48.83707,2.28959
"4 RUE MIZON, Paris 75015",48.84137,2.31502
"41 RUE DU THEATRE, Paris 75015",48.8489,2.28828
"35 RUE LECOURBE, Paris 75015",48.84406,2.30796
"43 RUE DE LA HARPE, Paris 75005",48.85188,2.3442
"7B AV MOLIERE, Paris 75016",48.8453,2.26213
"68 BD DE GRENELLE, Paris 75015",48.85041,2.29297
"1 RUE DESAIX, Paris 75015",48.85452,2.29525
"11 VLA SAINT CHARLES, Paris 75015",48.8458,2.28368
"9 RUE DE CRUSSOL, Paris 75011",48.86412,2.36766
"192 RUE DU FBG ST ANTOINE, Paris 75012",48.85009,2.38376
"15 RUE D ALIGRE, Paris 75012",48.8495,2.37842
"89 RUE DE L UNIVERSITE, Paris 75007",48.86077,2.31745
"81 QUAI D ORSAY, Paris 75007",48.8622,2.30375
"13 RUE YVON VILLARCEAU, Paris 75016",48.86859,2.28728
"68 RUE ALBERT, Paris 75013",48.82661,2.37125
"15 RUE JEAN DAUDIN, Paris 75015",48.84513,2.30763
"83 RUE DE LA CONVENTION, Paris 75015",48.84231,2.2855
"80 RUE MICHEL ANGE, Paris 75016",48.84177,2.2589
"6 RUE LOUIS DAVID, Paris 75016",48.86192,2.28145
"31 BD DE CHARONNE, Paris 75011",48.85337,2.37582
"151 AV DE CHOISY, Paris 75013",48.82776,2.35846
"11 RUE LINNE, Paris 75005",48.8444,2.35466
"30 RUE PECLET, Paris 75015",48.84083,2.29982
"13 RUE BOILEAU, Paris 75016",48.84667,2.26556
"26 RUE SINGER, Paris 75016",48.85646,2.27708
"59 RUE MADAME, Paris 75006",48.84753,2.3317
"63 AV DE LA MOTTE PICQUET, Paris 75015",48.84942,2.29874
"2B RUE JULES BRETON, Paris 75013",48.83772,2.3583
"50 BD MURAT, Paris 75016",48.84339,2.25633
"38 RUE DE BUCI, Paris 75006",48.85339,2.33596
"43 RUE DE BOURGOGNE, Paris 75007",48.85691,2.31738
"5B CITE POPINCOURT, Paris 75011",48.86244,2.37484
"8 RUE MIRABEAU, Paris 75016",48.84712,2.27238
"7 RUE PIERRE GUERIN, Paris 75016",48.84811,2.26641
"23 RUE LALANDE, Paris 75014",48.83391,2.32815
"4 RUE MARSOULAN, Paris 75012",48.8453,2.40286
"29 RUE DESCARTES, Paris 75005",48.84582,2.34921
"8 RUE VICTOR GELEZ, Paris 75011",48.86445,2.38301
"81 RUE DU THEATRE, Paris 75015",48.84748,2.29199
"3B RUE BOYER BARRET, Paris 75014",48.83314,2.31755
"18 RUE LOUIS BONNET, Paris 75011",48.87152,2.37689
"35 RUE SINGER, Paris 75016",48.85685,2.27539
"72 RUE ST DOMINIQUE, Paris 75007",48.85979,2.30799
"20 RUE SAINT SULPICE, Paris 75006",48.85148,2.33668
"2 RUE GEORGES SACHE, Paris 75014",48.83181,2.32406
"83 RUE VANEAU, Paris 75007",48.84877,2.32048
"74 RUE DE LA POMPE, Paris 75016",48.86337,2.27686
"5 RUE VINEUSE, Paris 75016",48.85894,2.28451
"4 IMP SAINT SEBASTIEN, Paris 75011",48.86102,2.37052
"26 RUE LECOURBE, Paris 75015",48.84456,2.30897
"15 BD DELESSERT, Paris 75016",48.85876,2.28639
"269 BD VOLTAIRE, Paris 75011",48.84981,2.39395
"153 RUE DE CHARENTON, Paris 75012",48.84499,2.38273
"6 RUE EDOUARD JACQUES, Paris 75014",48.83559,2.32178
"20 AV PARMENTIER, Paris 75011",48.8601,2.37904
"7 RUE DES BOULANGERS, Paris 75005",48.84587,2.35403
"305 RUE DE CHARENTON, Paris 75012",48.83401,2.39457
"53 RUE DU CHERCHE-MIDI, Paris 75006",48.84878,2.3252
"7 RUE DU LAOS, Paris 75015",48.8503,2.30117
"19 RUE DU DRAGON, Paris 75006",48.85311,2.33083
"5 RUE SEDAINE, Paris 75011",48.85565,2.3712
"14B RUE RAYNOUARD, Paris 75016",48.85744,2.28335
"13 RUE CHAUVELOT, Paris 75015",48.82887,2.30288
"27 RUE GALANDE, Paris 75005",48.85119,2.34774
"1 CAR DE L ODEON, Paris 75006",48.85213,2.3388
"27 RUE CASIMIR PERIER, Paris 75007",48.85731,2.31895
"7 CITE VANEAU, Paris 75007",48.85443,2.31913
"48 AV DES TILLEULS, Paris 75016",48.85096,2.26365
"43 RUE DELAMBRE, Paris 75014",48.84127,2.32545
"14 RUE BEATRIX DUSSANE, Paris 75015",48.84985,2.29109
"5 RUE FOURCADE, Paris 75015",48.83747,2.29792
"8 RUE AMELOT, Paris 75011",48.85564,2.36937
"25 AV DES GOBELINS, Paris 75013",48.83662,2.3523
"152 RUE DU CHEMIN VERT, Paris 75011",48.86269,2.38691
"199 RUE DU FBG ST ANTOINE, Paris 75011",48.85053,2.38228
"143 AV DE SUFFREN, Paris 75007",48.84734,2.30744
"12 AV DU GAL MICHEL BIZOT, Paris 75012",48.83269,2.39835
"34 RUE RAYNOUARD, Paris 75016",48.85638,2.28171
"7 RUE DE BELFORT, Paris 75011",48.85652,2.38351
"33 AV DE CHOISY, Paris 75013",48.82198,2.36303
"112 RUE CAMBRONNE, Paris 75015",48.84053,2.30403
"28 RUE SAINT LAMBERT, Paris 75015",48.8373,2.29195
"121 RUE OBERKAMPF, Paris 75011",48.86609,2.37889
"9 AV RECTEUR POINCARE, Paris 75016",48.85231,2.27293
"1 RUE MOUTON DUVERNET, Paris 75014",48.8314,2.32954
"25 RUE DES FEUILLANTINES, Paris 75005",48.84214,2.34103
"81 RUE LEON FROT, Paris 75011",48.85768,2.38442
"40 RUE DE L ABBE GROULT, Paris 75015",48.84118,2.29505
"28 RUE DE LA MONTGN STE GENEVIEVE, Paris 75005",48.84824,2.34843
"15 RUE MONTBRUN, Paris 75014",48.8287,2.3302
"52 RUE DU BAC, Paris 75007",48.85629,2.32609
"4 RUE D ALENCON, Paris 75015",48.84451,2.32075
"15 AV MARCEL PROUST, Paris 75016",48.85594,2.2825
"4 VLA DE LONGCHAMP, Paris 75016",48.8655,2.28974
"154 RUE RAYMOND LOSSERAND, Paris 75014",48.83087,2.3119
"14 RUE DUROC, Paris 75007",48.8479,2.31379
"8 AV LEOPOLD II, Paris 75016",48.85169,2.27195
"148 AV VICTOR HUGO, Paris 75016",48.86709,2.27892
"17 AV DE SAINT-MANDE, Paris 75012",48.84547,2.39857
"18 RUE DU BANQUIER, Paris 75013",48.83561,2.35612
"78 AV DE SAINT-MANDE, Paris 75012",48.84456,2.40461
"8 RUE SAINTE LUCIE, Paris 75015",48.84451,2.2856
"48 BD DE PICPUS, Paris 75012",48.84407,2.39623
"7 AV ALBERT BARTHOLOME, Paris 75015",48.82932,2.293
"3 RUE MONTERA, Paris 75012",48.84481,2.40776
"23 AV LEOPOLD II, Paris 75016",48.85256,2.27125
"54 RUE BONAPARTE, Paris 75006",48.85321,2.3332
"9 RUE PETION, Paris 75011",48.8586,2.38151
"5 PAS CHARLES DALLERY, Paris 75011",48.8539,2.37833
"218 AV DU MAINE, Paris 75014",48.82932,2.326
"44 RUE SAINT BERNARD, Paris 75011",48.8535,2.38056
"223 AV DAUMESNIL, Paris 75012",48.8383,2.39971
"7 PL DES ETATS UNIS, Paris 75016",48.86768,2.2942
"19 RUE GEORGE SAND, Paris 75016",48.84953,2.26867
"13 RUE ERNEST RENAN, Paris 75015",48.84312,2.31014
"131 RUE MICHEL ANGE, Paris 75016",48.83908,2.25776
"23 RUE DE GRENELLE, Paris 75007",48.8534,2.32823
"36 RUE DE LA FOLIE MERICOURT, Paris 75011",48.86327,2.37284
"27 BD EDGAR QUINET, Paris 75014",48.84152,2.32314
"9 CITE POPINCOURT, Paris 75011",48.86251,2.37498
"51 RUE OLIVIER DE SERRES, Paris 75015",48.83425,2.29555
"27 RUE CLAUDE BERNARD, Paris 75005",48.83939,2.34801
"3 VLA DU MONT TONNERRE, Paris 75015",48.84433,2.31858
"2 VLA SAID, Paris 75016",48.87305,2.28015
"53 AV LEDRU ROLLIN, Paris 75012",48.84848,2.37195
"4 RUE GASTON DE ST PAUL, Paris 75016",48.86436,2.29873
"56 RUE DE LA MONTGN STE GENEVIEVE, Paris 75005",48.8473,2.34822
"1 RUE DE L ABBE DE L EPEE, Paris 75005",48.84301,2.34244
"3 RUE PAUL LOUIS COURIER, Paris 75007",48.85596,2.32515
"12 RUE LACORDAIRE, Paris 75015",48.84381,2.28404
"39 RUE DU FBG ST ANTOINE, Paris 75011",48.85246,2.3721
"178 RUE DE LA CONVENTION, Paris 75015",48.83813,2.29418
"5 VC HAM MICHEL ANGE, Paris 75016",48.84748,2.2639
"65 RUE RAYMOND LOSSERAND, Paris 75014",48.83432,2.319
"13 RUE DES TROIS COURONNES, Paris 75011",48.86779,2.37674
"131 BD VOLTAIRE, Paris 75011",48.85644,2.38274
"72 RUE MICHEL ANGE, Paris 75016",48.84234,2.25935
"15 RUE GUY DE LA BROSSE, Paris 75005",48.84484,2.35506
"9 RUE MONTALEMBERT, Paris 75007",48.85656,2.32707
"283 RUE DU FBG ST ANTOINE, Paris 75011",48.84943,2.38982
"106 AV DE SAINT-MANDE, Paris 75012",48.84412,2.40982
"7 RUE LAMBLARDIE, Paris 75012",48.8402,2.39693
"109 BD SOULT, Paris 75012",48.84345,2.40974
"25 RUE VICTOR CHEVREUIL, Paris 75012",48.84183,2.40291
"7 RUE DU GENERAL BLAISE, Paris 75011",48.8616,2.37833
"17 RUE JEAN MARIDOR, Paris 75015",48.83903,2.2863
"4 RUE GIT-LE-COEUR, Paris 75006",48.85394,2.34279
"41 AV DE LA BOURDONNAIS, Paris 75007",48.85813,2.29966
"12 RUE DE VAUGIRARD, Paris 75006",48.84909,2.3396
"14 RUE DE FRANQUEVILLE, Paris 75016",48.8613,2.2709
"1 CITE POPINCOURT, Paris 75011",48.86216,2.37421
"129 RUE DE RENNES, Paris 75006",48.84665,2.32677
"7 RUE CHALGRIN, Paris 75016",48.87458,2.28909
"17 RUE OLIVIER NOYER, Paris 75014",48.83095,2.32195
"6 AV LA PORTE DE MONTROUGE, Paris 75014",48.82321,2.32272
"11B PAS DE LA VISITATION, Paris 75007",48.85657,2.32361
"108 RUE D ALESIA, Paris 75014",48.82945,2.32255
"24 RUE GAY-LUSSAC, Paris 75005",48.8449,2.34159
"76 RUE DU FBG ST ANTOINE, Paris 75012",48.85163,2.37431
"133 AV EMILE ZOLA, Paris 75015",48.84701,2.29329
"11 RUE STANISLAS, Paris 75006",48.8433,2.32778
"19 RUE GANDON, Paris 75013",48.82126,2.36094
"5 RUE ALASSEUR, Paris 75015",48.85138,2.29787
"13 BD SOULT, Paris 75012",48.83636,2.40727
"3 RUE BROUSSAIS, Paris 75014",48.83069,2.33681
"23 RUE DE L ANNONCIATION, Paris 75016",48.85658,2.27936
"47 RUE HENRI BARBUSSE, Paris 75005",48.83987,2.33798
"180 AV VICTOR HUGO, Paris 75016",48.86596,2.27626
"60 RUE TRAVERSIERE, Paris 75012",48.84995,2.37539
"10 CITE DE L AMEUBLEMENT, Paris 75011",48.85134,2.38572
"38 RUE DES ECOLES, Paris 75005",48.84925,2.34653
"2 PL DU PALAIS BOURBON, Paris 75007",48.86069,2.31783
"226 AV DAUMESNIL, Paris 75012",48.83735,2.40106
"5 RUE D ITALIE, Paris 75013",48.82408,2.35496
"15 RUE DE RAMBOUILLET, Paris 75012",48.84401,2.38062
"45 RUE HERICART, Paris 75015",48.84898,2.28671
"32 RUE DAUBENTON, Paris 75005",48.84119,2.35272
"1 RUE DE LILLE, Paris 75007",48.85765,2.33247
"6 RUE OLIER, Paris 75015",48.83569,2.29062
"2 RUE DE LAPPE, Paris 75011",48.85426,2.37147
"14 AV DE LA MOTTE PICQUET, Paris 75007",48.85664,2.30867
"148 RUE DE LA CROIX NIVERT, Paris 75015",48.84116,2.29158
"65 RUE BRANCION, Paris 75015",48.83252,2.30343
"36 RUE ERLANGER, Paris 75016",48.84554,2.26054
"5 RUE SAINT ROMAIN, Paris 75006",48.84789,2.3206
"12 RUE DU GENERAL GUILHEM, Paris 75011",48.86157,2.38
"60 RUE DE L ABBE GROULT, Paris 75015",48.83948,2.29665
"46 RUE JACOB, Paris 75006",48.85589,2.33305
"4 RUE DES BOULETS, Paris 75011",48.84942,2.39168
"44 RUE PAUL VALERY, Paris 75016",48.87196,2.28798
"60 RUE DOMBASLE, Paris 75015",48.83534,2.30214
"10 RUE DU BAC, Paris 75007",48.8586,2.32851
"54 BD DE VAUGIRARD, Paris 75015",48.84078,2.31529
"19 RUE BARDINET, Paris 75014",48.83008,2.31647
"5 VLA SAINT CHARLES, Paris 75015",48.84565,2.28406
"34 AV DU GENERAL LECLERC, Paris 75014",48.83165,2.32988
"10 RUE GASSENDI, Paris 75014",48.83576,2.32734
"23 RUE BOURGON, Paris 75013",48.82292,2.35627
"3 RUE DU DESSOUS DES BERGES, Paris 75013",48.82431,2.37532
"8 RUE LAPLACE, Paris 75005",48.84729,2.34772
"3 RUE DE MADAGASCAR, Paris 75012",48.83479,2.39704
"2 RUE DE L ARRIVEE, Paris 75015",48.84402,2.32258
"6 RUE DE LA FORGE ROYALE, Paris 75011",48.85083,2.38028
"53 RUE BOBILLOT, Paris 75013",48.82719,2.35195
"1 PL DE LA MONTAGNE DU GOULET, Paris 75015",48.84451,2.27749
"19 RUE DE PLAISANCE, Paris 75014",48.83269,2.31937
"51 BD PASTEUR, Paris 75015",48.84198,2.31379
"151 BD DE CHARONNE, Paris 75011",48.85542,2.38867
"43 RUE DE VARENNE, Paris 75007",48.8542,2.32279
"16 RUE OBERKAMPF, Paris 75011",48.86325,2.36907
"6 PL SAINT GERMAIN DES PRES, Paris 75006",48.85424,2.3332
"17 RUE DES ECOLES, Paris 75005",48.8478,2.35116
"30 RUE SAINT AMBROISE, Paris 75011",48.86289,2.37911
"106 RUE DE MONTREUIL, Paris 75011",48.85099,2.39714
"46 RUE DU RANELAGH, Paris 75016",48.85448,2.27472
"195 AV DU MAINE, Paris 75014",48.82991,2.32628
"2 VC SQ  LOUISE ET TONY, Paris 75014",48.82733,2.33041
"31 BD ARAGO, Paris 75013",48.83547,2.34838
"19 RUE SANTOS DUMONT, Paris 75015",48.83357,2.30534
"266 BD VOLTAIRE, Paris 75011",48.84985,2.39303
"6 RUE CHARLES MOUREU, Paris 75013",48.82696,2.36334
"67 RUE DES MEUNIERS, Paris 75012",48.83629,2.39325
"9 RUE DU PERE BROTTIER, Paris 75016",48.84995,2.27099
"157 AV DE MALAKOFF, Paris 75016",48.87627,2.28348
"8 RUE DE L ABBAYE, Paris 75006",48.85425,2.3349
"28 RUE CLAUDE TILLIER, Paris 75012",48.84875,2.3889
"32 RUE DURET, Paris 75016",48.87538,2.28668
"25 QUAI DE LA TOURNELLE, Paris 75005",48.85011,2.35413
"68 RUE JEAN DE LA FONTAINE, Paris 75016",48.8504,2.27036
"2 RUE PIERRE ET MARIE CURIE, Paris 75005",48.84444,2.34498
"14 RUE DUVIVIER, Paris 75007",48.85707,2.30684
"35 BD DU MONTPARNASSE, Paris 75006",48.84502,2.32107
"42 AV DE SAXE, Paris 75007",48.84837,2.30952
"2 AV ALPHAND, Paris 75016",48.87501,2.28584
"37 RUE DURANTON, Paris 75015",48.83899,2.28823
"3 RUE MARGUERITE BOUCICAUT, Paris 75015",48.84243,2.28626
"80 RUE LAURISTON, Paris 75016",48.86765,2.28818
"99 RUE DE LA GLACIERE, Paris 75013",48.82839,2.34279
"9 RUE DE L ANNONCIATION, Paris 75016",48.85603,2.28016
"82 BD BEAUMARCHAIS, Paris 75011",48.8591,2.36797
"40 RUE DE LA MONTGN STE GENEVIEVE, Paris 75005",48.84784,2.34847
"6 RUE HERRAN, Paris 75016",48.86537,2.28145
"9 RUE LEKAIN, Paris 75016",48.85637,2.27821
"36 RUE BLOMET, Paris 75015",48.84293,2.30626
"6 RUE ERNEST LACOSTE, Paris 75012",48.83512,2.40494
"35 RUE CLAUDE TILLIER, Paris 75012",48.84882,2.38881
"93 AV D ITALIE, Paris 75013",48.82356,2.35838
"71 AV DE SUFFREN, Paris 75007",48.85172,2.30028
"8 RUE LYAUTEY, Paris 75016",48.85704,2.2814
"139 RUE DE VAUGIRARD, Paris 75015",48.84422,2.31712
"47 AV D IENA, Paris 75016",48.8696,2.29547
"5 VLA COEUR DE VEY, Paris 75014",48.83024,2.32791
"10 RUE DES THERMOPYLES, Paris 75014",48.83253,2.3192
"8B AV VION WHITCOMB, Paris 75016",48.85659,2.26988
"6 VLA SAINT JACQUES, Paris 75014",48.83277,2.3351
"38 RUE DE LILLE, Paris 75007",48.8585,2.32999
"3 RUE DE LA MONTGN STE GENEVIEVE, Paris 75005",48.8494,2.34894
"24 RUE DU DRAGON, Paris 75006",48.85321,2.33071
"4T PAS DE LA MAIN D'OR, Paris 75011",48.85173,2.378
"11 SQ DE L AVENUE FOCH, Paris 75016",48.87303,2.2779
"39 RUE COPERNIC, Paris 75016",48.86935,2.2874
"27 AV VICTOR HUGO, Paris 75016",48.87194,2.29101
"66 RUE DE LA FOLIE MERICOURT, Paris 75011",48.8651,2.37104
"4 RUE DU POT DE FER, Paris 75005",48.84311,2.34924
"53 RUE DIDOT, Paris 75014",48.83112,2.3198
"52 AV D IENA, Paris 75016",48.86736,2.29576
"5 RUE YVART, Paris 75015",48.83736,2.30142
"111 RUE DE VAUGIRARD, Paris 75006",48.84522,2.32078
"55 RUE DE VARENNE, Paris 75007",48.85457,2.32127
"8 RUE ROCHEBRUNE, Paris 75011",48.86089,2.37909
"48 AV DE LA MOTTE PICQUET, Paris 75015",48.851,2.30038
"29 RUE LAURISTON, Paris 75016",48.87092,2.29178
"48 AV DE NEW YORK, Paris 75016",48.86257,2.29363
"4 BD EXELMANS, Paris 75016",48.84025,2.26708
"5 RUE MONGE, Paris 75005",48.84939,2.34963
"66 AV DE SAXE, Paris 75015",48.84607,2.31311
"41 RUE DES ENTREPRENEURS, Paris 75015",48.84618,2.28687
"3 RUE GIRODET, Paris 75016",48.84847,2.26389
"45 AV LEDRU ROLLIN, Paris 75012",48.84797,2.37106
"33 RUE DE BEAUNE, Paris 75007",48.85768,2.32918
"11 RUE BARRAULT, Paris 75013",48.8288,2.34777
"6 AV DE LOWENDAL, Paris 75007",48.85324,2.30897
"56B RUE SANTOS DUMONT, Paris 75015",48.83215,2.3038
"18 RUE DES VOLONTAIRES, Paris 75015",48.84232,2.30725
"2 RUE EMILE LEPEU, Paris 75011",48.85551,2.38694
"18 RUE DE LA GARE DE REUILLY, Paris 75012",48.84137,2.39493
"34 RUE DES CINQ DIAMANTS, Paris 75013",48.82863,2.35044
"32 BD EXELMANS, Paris 75016",48.84132,2.26449
"6 RUE PERRONET, Paris 75007",48.85531,2.3304
"244 RUE LECOURBE, Paris 75015",48.83946,2.29214
"4 RUE JEAN MACE, Paris 75011",48.85282,2.38464
"148 RUE CASTAGNARY, Paris 75015",48.83021,2.30234
"155 AV LEDRU ROLLIN, Paris 75011",48.85532,2.37829
"10 RUE FULTON, Paris 75013",48.83832,2.37124
"102B AV DE SAINT-MANDE, Paris 75012",48.84418,2.40909
"67 RUE DE CHARENTON, Paris 75012",48.85024,2.37368
"71 BD DE PICPUS, Paris 75012",48.84164,2.39854
"29 RUE ALBERT, Paris 75013",48.82489,2.37249
"4 RUE DANVILLE, Paris 75014",48.8344,2.3276
"55 RUE DECAMPS, Paris 75016",48.86289,2.27674
"50 RUE VERGNIAUD, Paris 75013",48.8264,2.34514
"56 RUE DOMBASLE, Paris 75015",48.83537,2.30186
"39 AV DUQUESNE, Paris 75007",48.8514,2.31096
"9 BD DE BELLEVILLE, Paris 75011",48.86771,2.38195
"15 RUE FABRE D EGLANTINE, Paris 75012",48.84666,2.39541
"72 RUE DE GRENELLE, Paris 75007",48.85488,2.32498
"50 RUE DE LA FOLIE REGNAULT, Paris 75011",48.85952,2.38686
"45B RUE BARRAULT, Paris 75013",48.82681,2.34684
"33 RUE DE LYON, Paris 75012",48.84812,2.37114
"21 CITE DUPONT, Paris 75011",48.86309,2.38126
"24 PL DE LA NATION, Paris 75012",48.84726,2.39629
"31 RUE DE CRUSSOL, Paris 75011",48.86463,2.36959
"27 RUE RICHARD LENOIR, Paris 75011",48.85574,2.38156
"121 RUE DE LA SANTE, Paris 75013",48.8285,2.3417
"39 AV MARCEAU, Paris 75016",48.86852,2.29862
"6A RUE DE L ECHAUDE, Paris 75006",48.85496,2.33633
